Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
Wii,2011.0,Fighting,THQ,0.19,68.0,7.0,THQ,T
DS,2006.0,Fighting,Namco Bandai Games,0.19,61.0,4.4,Takara Tomy,T
X360,2008.0,Fighting,Electronic Arts,0.19,54.0,6.3,EA Canada,T
DS,2010.0,Action,Activision,0.19,73.0,7.0,Griptonite Games,E10+
GBA,2002.0,Role-Playing,Media Rings,0.19,79.0,7.8,Magic Rings,E
PS2,2005.0,Shooter,Eidos Interactive,0.19,62.0,8.5,Pivotal Games,M
PSP,2010.0,Action,Electronic Arts,0.19,70.0,8.1,"Artificial Mind and Movement, EA Redwood Shores",M
WiiU,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.19,82.0,7.9,NetherRealm Studios,T
DS,2008.0,Action,Eidos Interactive,0.19,70.0,8.4,Santa Cruz Games,T
PSP,2005.0,Platform,Konami Digital Entertainment,0.19,61.0,7.3,Backbone Entertainment,T
GC,2003.0,Action,Universal Interactive,0.19,71.0,7.4,Radical Entertainment,T
PS2,2007.0,Misc,Electronic Arts,0.19,52.0,7.5,"Pipeworks Software, Inc.",E10+
PS2,2006.0,Role-Playing,Sega,0.19,68.0,8.5,Sonic Team,T
PS2,2002.0,Shooter,Activision,0.19,65.0,8.6,Seta Corporation,M
PS2,2002.0,Sports,Atari,0.19,76.0,8.5,Rockstar San Diego,T
PS2,2004.0,Action,Sega,0.19,58.0,8.0,K2 LLC,M
PS3,2009.0,Shooter,THQ,0.19,72.0,7.2,Swordfish Studios,M
PC,2013.0,Action,Deep Silver,0.19,82.0,8.6,4A Games,M
PC,2015.0,Shooter,Take-Two Interactive,0.19,77.0,4.3,Turtle Rock Studios,M
WiiU,2013.0,Action,Capcom,0.19,80.0,7.5,Capcom,M
Wii,2010.0,Misc,Namco Bandai Games,0.19,53.0,7.5,Namco Bandai Games,E
GC,2006.0,Platform,Vivendi Games,0.19,67.0,7.3,Krome Studios,E10+
PS3,2008.0,Simulation,Ubisoft,0.19,62.0,7.6,From Software,T
XB,2004.0,Action,Electronic Arts,0.19,67.0,8.8,EA Games,E
PS2,2009.0,Action,Activision,0.19,64.0,7.5,Beenox,E10+
PSV,2012.0,Fighting,Capcom,0.19,79.0,7.5,Capcom,T
PSV,2014.0,Role-Playing,Nippon Ichi Software,0.19,80.0,7.3,Falcom,T
PS2,2005.0,Action,Sony Computer Entertainment,0.19,68.0,8.0,BottleRocket Entertainment,M
X360,2009.0,Role-Playing,Deep Silver,0.19,60.0,6.4,Piranha Bytes,M
DS,2008.0,Role-Playing,Tecmo Koei,0.19,72.0,7.6,Matrix Software,E10+
X360,2007.0,Action,Namco Bandai Games,0.19,55.0,6.8,"Koei, Omega Force",T
DS,2007.0,Adventure,Unknown,0.19,78.0,7.5,Skip Ltd.,E
PS3,2010.0,Simulation,Konami Digital Entertainment,0.19,60.0,7.5,Konami,E10+
PC,2013.0,Action,Ubisoft,0.19,82.0,7.4,Ubisoft Toronto,M
Wii,2007.0,Adventure,Namco Bandai Games,0.19,67.0,8.5,Ganbarion,T
PS3,2010.0,Sports,Ubisoft,0.19,61.0,6.5,Ubisoft Montreal,T
3DS,2011.0,Sports,Marvelous Interactive,0.19,57.0,7.5,Natsume,E
PS3,2008.0,Shooter,Eidos Interactive,0.19,51.0,3.1,Pivotal Games,M
X360,2012.0,Action,Sega,0.19,74.0,8.0,Sega,M
GBA,2002.0,Action,Vivendi Games,0.19,72.0,7.5,WayForward,E
PS3,2009.0,Action,Activision,0.19,67.0,7.3,Activision,E10+
PS2,2000.0,Sports,Sony Computer Entertainment,0.19,49.0,7.5,989 Sports,E
PS2,2003.0,Strategy,Capcom,0.19,59.0,5.6,Cinemaware,T
PS2,2003.0,Shooter,Metro 3D,0.19,79.0,9.1,Irem,E
PS3,2008.0,Adventure,Disney Interactive Studios,0.19,59.0,6.8,Avalanche Software,E10+
XB,2002.0,Racing,Sega,0.19,82.0,8.2,Wow Entertainment,E
PC,2011.0,Racing,Codemasters,0.19,83.0,7.2,Codemasters,E
PS3,2011.0,Simulation,bitComposer Games,0.19,51.0,7.5,Games Farm,T
PS2,2005.0,Action,Activision,0.19,68.0,8.1,Krome Studios,E10+
PS2,2006.0,Action,Tecmo Koei,0.19,55.0,7.3,Omega Force,T
XB,2002.0,Action,Eidos Interactive,0.19,76.0,9.0,Crystal Dynamics,M
X360,2011.0,Shooter,D3Publisher,0.19,68.0,8.2,Vicious Cycle,T
PS3,2010.0,Sports,Take-Two Interactive,0.19,74.0,5.3,Visual Concepts,E
PC,2013.0,Action,Deep Silver,0.19,86.0,7.4,Volition Inc.,M
XB,2003.0,Sports,Electronic Arts,0.19,69.0,7.5,Electronic Arts,E
XOne,2014.0,Misc,Microsoft Game Studios,0.19,74.0,7.0,Harmonix Music Systems,T
PS3,2011.0,Action,Tecmo Koei,0.19,44.0,7.0,Tecmo Koei Canada,M
PS2,2002.0,Role-Playing,Tecmo Koei,0.19,79.0,8.5,Nippon Ichi Software,T
PC,2010.0,Role-Playing,JoWood Productions,0.19,63.0,4.4,Spellbound,T
X360,2008.0,Sports,Midway Games,0.19,55.0,4.2,Midway,E
XB,2006.0,Sports,Electronic Arts,0.19,81.0,6.8,EA Redwood Shores,E
Wii,2007.0,Action,Disney Interactive Studios,0.19,62.0,6.3,Buena Vista Games,E10+
PS4,2016.0,Role-Playing,Namco Bandai Games,0.19,69.0,7.7,Bandai Namco Games,T
PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.19,66.0,7.1,Snowblind Studios,M
X360,2010.0,Racing,Black Bean Games,0.19,74.0,8.3,Milestone S.r.l,E10+
PS3,2011.0,Action,Electronic Arts,0.19,65.0,6.4,Behaviour Interactive,E10+
PS2,2003.0,Role-Playing,Sony Online Entertainment,0.19,77.0,8.5,Sony Online Entertainment,T
PS3,2013.0,Role-Playing,Nippon Ichi Software,0.19,65.0,7.4,Compile Heart,T
X360,2011.0,Action,Electronic Arts,0.19,76.0,8.4,Grasshopper Manufacture,M
DC,2001.0,Role-Playing,Sega,0.19,80.0,8.9,Sonic Team,T
PS2,2004.0,Fighting,Vivendi Games,0.18,36.0,4.4,Genuine Games,M
PSP,2005.0,Action,Tecmo Koei,0.18,64.0,6.4,Omega Force,T
Wii,2007.0,Action,D3Publisher,0.18,51.0,7.5,D3Publisher,T
DS,2011.0,Simulation,505 Games,0.18,51.0,7.5,Racjin,E
Wii,2009.0,Action,Namco Bandai Games,0.18,71.0,8.2,Now Production,E
XB,2005.0,Shooter,Take-Two Interactive,0.18,69.0,7.8,Destineer,T
XB,2003.0,Action,LucasArts,0.18,73.0,8.6,Double Helix Games,T
PS2,2003.0,Action,Vivendi Games,0.18,72.0,8.9,Eurocom Entertainment Software,T
XB,2002.0,Platform,Electronic Arts,0.18,68.0,8.5,Krome Studios,E
PS2,2000.0,Racing,Electronic Arts,0.18,55.0,7.5,Escape,E
PS3,2011.0,Shooter,Unknown,0.18,39.0,3.3,Teyon,T
PS2,2003.0,Adventure,Sony Computer Entertainment,0.18,72.0,7.8,SCE Japan Studio,M
XB,2005.0,Shooter,Midway Games,0.18,51.0,2.8,Point of View,M
PC,2011.0,Racing,Ubisoft,0.18,80.0,7.0,Ubisoft Reflections,T
XOne,2014.0,Misc,Ubisoft,0.18,58.0,8.3,Ubisoft Montreal,E
PS3,2009.0,Racing,THQ,0.18,61.0,7.5,Incinerator Games,E
GBA,2001.0,Adventure,Konami Digital Entertainment,0.18,57.0,7.5,Konami,E
PS2,2003.0,Misc,Sony Computer Entertainment,0.18,86.0,8.8,Harmonix Music Systems,T
DS,2008.0,Role-Playing,Square Enix,0.18,82.0,7.5,Nippon Ichi Software,T
XB,2005.0,Role-Playing,Midway Games,0.18,61.0,7.8,Midway,T
XB,2001.0,Shooter,Konami Digital Entertainment,0.18,61.0,7.1,KCE Studios,E
PS,2001.0,Action,Eidos Interactive,0.18,84.0,8.9,Kronos Digital Entertainment,M
PS3,2014.0,Role-Playing,Tecmo Koei,0.18,76.0,7.7,Gust,E10+
PC,2008.0,Shooter,Activision,0.18,83.0,7.5,Treyarch,M
PS3,2010.0,Adventure,Ubisoft,0.18,39.0,5.6,Telltale Games,M
PS2,2004.0,Shooter,Gathering of Developers,0.18,48.0,4.3,Coyote Developments,M
GBA,2002.0,Misc,Atari,0.18,75.0,7.5,Digital Eclipse,E
X360,2012.0,Shooter,Electronic Arts,0.18,74.0,7.1,Starbreeze,M
X360,2012.0,Sports,505 Games,0.18,73.0,6.2,"Majesco Games, Majesco",E10+
X360,2007.0,Shooter,Ubisoft,0.18,71.0,6.9,Techland,M
PSP,2009.0,Action,Atari,0.18,54.0,4.7,Red Fly Studio,E10+
GC,2002.0,Fighting,Activision,0.18,75.0,8.5,Eighting/Raizing,T
Wii,2009.0,Racing,Capcom,0.18,44.0,5.4,Milestone S.r.l,E
Wii,2008.0,Action,SouthPeak Games,0.18,72.0,8.7,Red Fly Studio,E10+
PS4,2015.0,Fighting,Namco Bandai Games,0.18,59.0,7.8,Dimps Corporation,T
PS3,2010.0,Sports,505 Games,0.18,47.0,7.5,Farsight Studios,E
PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.18,64.0,6.8,Traveller's Tales,E10+
PSV,2014.0,Adventure,Marvelous Interactive,0.18,60.0,7.4,5pb,M
DS,2010.0,Action,THQ,0.18,69.0,7.0,THQ,E10+
Wii,2011.0,Sports,THQ,0.18,54.0,7.5,THQ,E
PS4,2014.0,Racing,Milestone S.r.l.,0.18,73.0,6.4,Milestone S.r.l,E
Wii,2008.0,Adventure,Atari,0.18,39.0,4.4,Hydravision,M
WiiU,2016.0,Platform,Activision,0.18,76.0,7.5,Toys for Bob,E10+
DS,2008.0,Misc,Brash Entertainment,0.18,34.0,7.0,Brash Entertainment,E
XB,2001.0,Racing,Infogrames,0.18,64.0,8.3,Rockstar San Diego,E
PSP,2011.0,Fighting,THQ,0.18,70.0,6.6,THQ,T
XB,2004.0,Shooter,Empire Interactive,0.18,35.0,5.9,Blitz Games,M
PSV,2013.0,Role-Playing,Xseed Games,0.18,48.0,6.8,K2,M
PS2,2004.0,Role-Playing,Capcom,0.18,69.0,7.1,"Valuewave Co.,Ltd.",E
PS2,2003.0,Racing,Genki,0.18,59.0,8.6,Genki,E
DS,2005.0,Action,Disney Interactive Studios,0.18,65.0,7.5,Amaze Entertainment,E10+
XB,2004.0,Sports,Activision,0.18,65.0,8.3,FUN Labs,T
PSV,2015.0,Action,Marvelous Interactive,0.18,71.0,7.4,Marvelous Inc.,M
PS3,2014.0,Racing,Codemasters,0.18,75.0,6.8,Codemasters,E
PSP,2009.0,Role-Playing,Rising Star Games,0.18,84.0,7.8,Opus,E10+
GC,2002.0,Action,Midway Games,0.18,60.0,9.1,Midway,T
X360,2008.0,Action,Disney Interactive Studios,0.18,56.0,7.5,Traveller's Tales,T
XB,2005.0,Platform,Sega,0.18,49.0,5.5,Sega,E10+
GBA,2001.0,Adventure,Ubisoft,0.18,68.0,7.5,Ubisoft Montreal,E
X360,2010.0,Racing,THQ,0.18,57.0,8.1,Big Ant Studios,E
XB,2007.0,Action,Activision,0.18,63.0,7.6,Saffire,T
X360,2012.0,Sports,Electronic Arts,0.18,71.0,5.1,EA Sports,E
X360,2010.0,Platform,D3Publisher,0.18,51.0,5.3,Papaya Studios,E10+
X360,2010.0,Sports,Ubisoft,0.18,38.0,7.9,Ubisoft Vancouver,E
PSP,2007.0,Action,Activision,0.18,58.0,4.4,Artificial Mind and Movement,E10+
GC,2005.0,Shooter,Activision,0.18,77.0,8.6,Neversoft Entertainment,M
Wii,2007.0,Action,Namco Bandai Games,0.18,52.0,5.7,Namco Bandai Games,T
Wii,2009.0,Puzzle,Performance Designed Products,0.18,59.0,7.5,Performance Designed Products,E10+
PC,2013.0,Shooter,Sega,0.18,45.0,3.5,Gearbox Software,M
GBA,2003.0,Sports,Electronic Arts,0.18,75.0,7.5,Backbone Emeryville,E
PC,2010.0,Sports,Electronic Arts,0.18,83.0,7.7,EA Sports,E
PC,2009.0,Shooter,Take-Two Interactive,0.18,81.0,7.8,Gearbox Software,M
Wii,2011.0,Platform,THQ,0.18,79.0,8.1,Blue Tongue Entertainment,E10+
XB,2004.0,Action,Konami Digital Entertainment,0.18,76.0,8.3,KCET,M
PS2,2002.0,Strategy,Eidos Interactive,0.18,67.0,6.8,Pyro Studios,T
X360,2013.0,Action,Capcom,0.18,70.0,7.5,DONTNOD Entertainment,M
PC,2011.0,Shooter,Bethesda Softworks,0.18,70.0,6.0,Splash Damage,T
GC,2001.0,Sports,Electronic Arts,0.18,81.0,8.0,EA Sports,E
X360,2010.0,Misc,Microsoft Game Studios,0.18,69.0,7.5,iNiS,T
GC,2001.0,Platform,Ubisoft,0.18,61.0,7.4,Ubisoft Montreal,E
PS3,2009.0,Role-Playing,Nippon Ichi Software,0.18,62.0,7.2,"Gust, Idea Factory",T
PS4,2015.0,Action,Marvelous Interactive,0.18,67.0,8.0,Marvelous Inc.,M
PS,2000.0,Action,Take-Two Interactive,0.18,68.0,5.3,Lost Toys,E
X360,2010.0,Action,Namco Bandai Games,0.18,62.0,7.6,"Namco Bandai Games America, Namco Bandai Games",M
PS2,2003.0,Misc,Sony Computer Entertainment,0.18,73.0,8.0,SCEE,E
PS3,2011.0,Misc,THQ,0.18,82.0,7.3,"Jellyvision, Iron Galaxy Studios",T
GC,2005.0,Adventure,Global Star,0.18,39.0,3.2,"High Voltage Software, Backbone Entertainment",E
PS2,2005.0,Simulation,505 Games,0.18,59.0,8.9,From Software,T
DS,2005.0,Racing,Electronic Arts,0.18,38.0,6.0,Visual Impact,E
PS3,2007.0,Sports,Take-Two Interactive,0.18,81.0,7.1,2K Sports,E
PS2,2002.0,Sports,Konami Digital Entertainment,0.18,67.0,9.0,Konami,T
XB,2005.0,Racing,THQ,0.18,68.0,9.1,Juice Games,T
Wii,2009.0,Action,505 Games,0.18,38.0,3.0,"Eighting, Takara Tomy",E10+
GBA,2003.0,Platform,Electronic Arts,0.18,47.0,7.5,Warthog,E
Wii,2010.0,Sports,Ubisoft,0.18,59.0,7.5,Ubisoft Montreal,E10+
PS3,2012.0,Racing,Codemasters,0.18,75.0,6.3,Codemasters,E10+
GBA,2002.0,Sports,Atari,0.18,83.0,7.5,Altron,E
PS2,2008.0,Racing,Sega,0.18,56.0,8.3,Sonic Team,E
PS2,2004.0,Fighting,Global Star,0.18,54.0,7.7,Opus,T
PS2,2001.0,Sports,Midway Games,0.18,63.0,7.5,Eurocom Entertainment Software,E
PS,2000.0,Sports,Empire Interactive,0.18,60.0,7.5,Bitmap Brothers,E
PS3,2006.0,Racing,Sega,0.18,67.0,7.6,Pseudo Interactive,T
X360,2007.0,Sports,Take-Two Interactive,0.18,81.0,6.9,Visual Concepts,E
PS3,2010.0,Action,Activision,0.18,51.0,7.0,Etranges Libellules,E10+
X360,2010.0,Action,Tecmo Koei,0.18,65.0,7.8,Koei Tecmo Games,T
XB,2003.0,Sports,Electronic Arts,0.18,85.0,6.5,EA Black Box,E
XB,2005.0,Misc,Namco Bandai Games,0.18,62.0,7.5,Backbone Vancouver,E10+
X360,2009.0,Shooter,DTP Entertainment,0.18,56.0,7.1,"Replay Studios, ML Enterprises",M
XB,2002.0,Sports,Sega,0.18,87.0,7.5,Visual Concepts,E
PS3,2011.0,Shooter,Square Enix,0.18,44.0,1.7,FeelPlus,M
PS4,2015.0,Sports,Electronic Arts,0.18,59.0,6.1,EA Sports,E
DS,2008.0,Fighting,THQ,0.18,58.0,7.8,TOSE,T
PSP,2010.0,Misc,Ubisoft Annecy,0.18,38.0,5.6,"Team Ninja, Tecmo",M
PC,2014.0,Role-Playing,Namco Bandai Games,0.17,91.0,7.1,From Software,T
PS2,2005.0,Action,Midway Games,0.17,75.0,8.0,Surreal Software,M
PS2,2005.0,Sports,Sony Computer Entertainment,0.17,78.0,8.3,SCEE London Studio,E
XOne,2014.0,Misc,Microsoft Game Studios,0.17,73.0,7.0,Microsoft Game Studios,E10+
PS2,2001.0,Shooter,Midas Interactive Entertainment,0.17,54.0,4.6,3DO,T
PS2,2002.0,Sports,Sega,0.17,68.0,7.5,Wow Entertainment,E
GBA,2001.0,Sports,BAM! Entertainment,0.17,39.0,7.5,Sennari Interactive,E
DS,2006.0,Sports,Konami Digital Entertainment,0.17,63.0,7.9,KCET,E
PS2,2001.0,Adventure,3DO,0.17,49.0,4.5,3DO,T
PS3,2008.0,Sports,Activision,0.17,31.0,4.4,FUN Labs,E
GC,2006.0,Platform,Ubisoft,0.17,59.0,7.5,Ubisoft,E10+
PSV,2011.0,Racing,Namco Bandai Games,0.17,44.0,3.7,"Namco Bandai Games, Cellius",E10+
PS3,2009.0,Sports,Spike,0.17,61.0,4.0,2K Sports,E
GBA,2004.0,Misc,Crave Entertainment,0.17,66.0,7.5,Sensory Sweep,E
GC,2006.0,Sports,Take-Two Interactive,0.17,66.0,7.5,Kush Games,E
PS2,2002.0,Sports,Sony Computer Entertainment,0.17,73.0,7.4,Namco,E
X360,2009.0,Racing,Atari,0.17,72.0,7.0,SimBin,E
XB,2003.0,Sports,Microsoft Game Studios,0.17,71.0,8.2,High Voltage Software,E
PS2,2004.0,Sports,Sony Computer Entertainment,0.17,66.0,9.1,Page 44 Studios,E
PC,2011.0,Role-Playing,Square Enix,0.17,72.0,4.7,Obsidian Entertainment,T
GC,2003.0,Platform,Vivendi Games,0.17,61.0,7.3,Inevitable Entertainment,E
DS,2008.0,Sports,Electronic Arts,0.17,72.0,7.8,Exient Entertainment,E
GC,2005.0,Action,Activision,0.17,59.0,8.8,Exakt,M
XB,2003.0,Shooter,Vivendi Games,0.17,82.0,8.7,Swingin' Ape,T
PS4,2015.0,Action,Tecmo Koei,0.17,74.0,7.6,Koei Tecmo Games,T
PC,2012.0,Role-Playing,Funcom,0.17,74.0,8.2,Funcom,M
GBA,2001.0,Sports,Konami Digital Entertainment,0.17,70.0,7.5,Konami Computer Entertainment Nagoya,E
Wii,2008.0,Simulation,Destineer,0.17,42.0,7.5,Black Lantern Studios,E10+
PS2,2001.0,Shooter,Virgin Interactive,0.17,80.0,8.3,BioWare,T
X360,2008.0,Sports,Take-Two Interactive,0.17,69.0,6.7,Visual Concepts,E10+
GC,2005.0,Fighting,Electronic Arts,0.17,87.0,7.9,EA Sports,T
PS,2001.0,Platform,Sony Computer Entertainment,0.17,73.0,8.5,Eurocom Entertainment Software,E
DS,2007.0,Adventure,Konami Digital Entertainment,0.17,59.0,7.5,Matrix Software,E10+
PS3,2009.0,Strategy,Sega,0.17,51.0,5.3,Creative Assembly,M
XB,2004.0,Shooter,Midway Games,0.17,84.0,7.9,Midway,M
X360,2006.0,Action,Activision,0.17,52.0,6.1,"Z-Axis, Ltd.",T
XB,2003.0,Shooter,Vivendi Games,0.17,69.0,6.3,Argonaut Games,M
X360,2013.0,Action,Square Enix,0.17,69.0,7.2,Io Interactive,M
PS2,2005.0,Racing,Play It,0.17,52.0,7.5,Impulse Games,E
PS2,2003.0,Strategy,Jaleco,0.17,68.0,8.7,Jaleco Entertainment,T
PS2,2000.0,Action,3DO,0.17,65.0,5.9,3DO,T
PC,2012.0,Shooter,Ubisoft,0.17,71.0,4.9,Ubisoft Paris,M
PS3,2011.0,Platform,Sony Computer Entertainment,0.17,53.0,6.1,Nihilistic,E10+
PS2,2003.0,Action,Midway Games,0.17,71.0,7.9,Terminal Reality,M
GC,2003.0,Platform,Warner Bros. Interactive Entertainment,0.17,64.0,5.0,Warthog,E
PS3,2010.0,Action,THQ,0.17,54.0,7.5,THQ,E10+
PS3,2008.0,Action,Disney Interactive Studios,0.17,56.0,5.6,Traveller's Tales,T
GBA,2005.0,Platform,THQ,0.17,52.0,7.5,WayForward,E
X360,2006.0,Sports,Take-Two Interactive,0.17,75.0,6.8,Pam Development,E
XB,2003.0,Action,Interplay,0.17,72.0,8.6,High Voltage Software,M
X360,2011.0,Action,Sega,0.17,60.0,6.4,Next Level Games,T
PSV,2014.0,Misc,Nippon Ichi Software,0.17,81.0,8.7,Spike Chunsoft,M
XB,2004.0,Action,Eidos Interactive,0.17,82.0,7.3,Ion Storm,M
PS3,2011.0,Racing,Capcom,0.17,68.0,6.1,Monumental Games,E
PSP,2008.0,Sports,Sony Computer Entertainment,0.17,79.0,7.4,SCEA San Diego Studios,E
GBA,2005.0,Action,Electronic Arts,0.17,61.0,6.9,Vicarious Visions,E10+
Wii,2007.0,Action,Ignition Entertainment,0.17,77.0,7.4,Ignition Entertainment,E
Wii,2008.0,Misc,Sega,0.17,70.0,6.6,Prope,E
PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.17,58.0,6.0,TT Fusion,T
XB,2003.0,Action,Electronic Arts,0.17,57.0,9.2,Point of View,M
X360,2007.0,Action,Activision,0.17,71.0,5.8,Beenox,E
GBA,2004.0,Action,Disney Interactive Studios,0.17,65.0,7.5,Artificial Mind and Movement,E
PSV,2013.0,Role-Playing,Screenlife,0.17,62.0,7.6,Spike,M
XOne,2016.0,Role-Playing,Square Enix,0.17,83.0,7.2,Eidos Montreal,M
Wii,2008.0,Puzzle,Deep Silver,0.17,63.0,7.7,Deep Silver,E
PS3,2008.0,Fighting,Electronic Arts,0.17,53.0,3.8,EA Canada,T
PC,2005.0,Shooter,LucasArts,0.17,78.0,8.8,Pandemic Studios,T
PS2,2001.0,Sports,Tecmo Koei,0.17,71.0,9.1,Tecmo,E
PS3,2008.0,Action,Konami Digital Entertainment,0.17,47.0,6.1,Krome Studios,T
X360,2010.0,Racing,Capcom,0.17,69.0,5.7,Monumental Games,E
PS2,2004.0,Action,Electronic Arts,0.17,46.0,6.9,Argonaut Games,T
X360,2009.0,Action,Activision,0.17,63.0,6.6,Beenox,E10+
PS2,2005.0,Action,Capcom,0.17,48.0,8.1,Cavia Inc.,M
PS,2000.0,Action,3DO,0.17,35.0,1.2,3DO,T
PS2,2004.0,Shooter,Atari,0.17,68.0,8.0,Paradigm Entertainment,T
X360,2012.0,Action,Sega,0.17,73.0,7.9,PlatinumGames,M
GC,2005.0,Sports,Electronic Arts,0.17,80.0,7.5,EA Canada,E
PS4,2015.0,Action,Tecmo Koei,0.17,58.0,6.5,Omega Force,T
X360,2009.0,Action,Playlogic Game Factory,0.17,51.0,6.2,"Playlogic, The Game Factory",M
PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.17,78.0,8.1,TT Games,E10+
GBA,2003.0,Shooter,Electronic Arts,0.17,73.0,8.3,Griptonite Games,T
GC,2002.0,Platform,TDK Mediactive,0.17,36.0,5.6,Digital Illusions,T
PS2,2004.0,Sports,Sony Computer Entertainment,0.17,56.0,6.0,SCEE London Studio,E
XB,2002.0,Shooter,Infogrames,0.17,73.0,7.3,Smilebit,T
XB,2003.0,Action,Take-Two Interactive,0.17,67.0,6.3,VIS Entertainment,M
PS2,2002.0,Sports,Electronic Arts,0.17,72.0,8.3,T&E Soft,E
X360,2007.0,Misc,Microsoft Game Studios,0.17,49.0,5.2,Hudson Soft,E10+
PSV,2013.0,Role-Playing,Nippon Ichi Software,0.17,70.0,7.4,Experience Inc.,T
PS,1998.0,Adventure,Human Entertainment,0.17,49.0,5.7,Human Entertainment,M
X360,2010.0,Adventure,Ubisoft,0.17,42.0,4.8,Telltale Games,M
GC,2003.0,Platform,Capcom,0.17,65.0,7.6,Arika,E
PS3,2009.0,Action,Playlogic Game Factory,0.17,53.0,6.0,"Playlogic, The Game Factory",M
PS2,2000.0,Racing,Acclaim Entertainment,0.17,49.0,7.6,Acclaim,E
X360,2009.0,Action,Disney Interactive Studios,0.17,68.0,7.0,Eurocom Entertainment Software,E10+
Wii,2007.0,Sports,Ubisoft,0.17,64.0,7.5,Ubisoft Montreal,E10+
XB,2003.0,Fighting,Eidos Interactive,0.17,50.0,5.0,Paradox Development,M
XB,2002.0,Action,Midway Games,0.17,54.0,8.9,Midway,T
PS3,2012.0,Role-Playing,Nippon Ichi Software,0.17,42.0,5.0,"Image Epoch, Imageepoch",T
GC,2002.0,Role-Playing,Activision,0.17,72.0,8.0,From Software,T
PSP,2007.0,Action,Sony Computer Entertainment,0.17,73.0,7.6,Bigbig Studios,T
PS3,2010.0,Misc,Disney Interactive Studios,0.17,72.0,7.5,Disney Interactive Studios,E
PS3,2011.0,Action,DTP Entertainment,0.17,45.0,5.0,Kylotonn,M
PS3,2012.0,Racing,Namco Bandai Games,0.17,72.0,6.0,Bugbear,T
GBA,2002.0,Shooter,BAM! Entertainment,0.17,57.0,6.0,Stalker Entertainment,M
PSP,2006.0,Sports,Electronic Arts,0.17,76.0,6.6,EA Sports,E10+
DS,2007.0,Shooter,SouthPeak Games,0.17,72.0,7.9,Renegade Kid,M
PSV,2015.0,Action,Namco Bandai Games,0.17,57.0,7.3,Bandai Namco Games,E10+
DS,2010.0,Action,Disney Interactive Studios,0.17,58.0,7.5,n-Space,E10+
DS,2006.0,Puzzle,Nintendo,0.17,62.0,7.5,AI,E
X360,2014.0,Racing,Deep Silver,0.17,65.0,5.1,Deep Silver,E
PS3,2010.0,Action,Activision,0.17,50.0,7.5,Now Production,E10+
PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.17,61.0,6.7,Double Helix Games,T
XB,2006.0,Shooter,Eidos Interactive,0.17,41.0,7.2,"Ritual Entertainment, Avalanche Software",M
X360,2010.0,Simulation,505 Games,0.17,40.0,4.2,Artech Studios,T
PS3,2008.0,Sports,Electronic Arts,0.17,68.0,7.5,EA Canada,E
PS2,2004.0,Misc,Sega,0.17,72.0,7.0,Sonic Team,T
PSP,2011.0,Sports,Sony Computer Entertainment,0.17,77.0,6.0,SCEA San Diego Studios,E
Wii,2007.0,Misc,Rising Star Games,0.17,57.0,8.0,Racjin,E
GC,2003.0,Misc,Midway Games,0.17,72.0,8.2,Midway,T
XB,2004.0,Adventure,Vivendi Games,0.17,62.0,6.4,High Voltage Software,M
DS,2005.0,Platform,Namco Bandai Games,0.17,44.0,7.5,"Blitz Games, Human Soft",E
PSV,2015.0,Action,Namco Bandai Games,0.17,76.0,6.3,Omega Force,T
GC,2002.0,Adventure,Nintendo,0.17,71.0,8.5,Nintendo,E
3DS,2015.0,Role-Playing,Sega,0.17,77.0,8.2,Sega,T
XB,2004.0,Racing,Empire Interactive,0.17,71.0,8.2,Bugbear,T
DS,2009.0,Misc,Game Life,0.16,52.0,7.5,Game Life,E
X360,2009.0,Sports,Focus Home Interactive,0.16,61.0,5.1,Cyanide,T
PS2,2002.0,Platform,Atari,0.16,65.0,8.7,Blitz Games,E
PC,2016.0,Action,Ubisoft,0.16,74.0,4.8,Ubisoft Montreal,M
PC,2005.0,Strategy,Take-Two Interactive,0.16,94.0,8.3,Firaxis Games,E10+
DS,2004.0,Puzzle,Ignition Entertainment,0.16,74.0,7.5,"Buddiez, Inc.",E
PSP,2005.0,Racing,Sony Computer Entertainment,0.16,75.0,7.8,Bigbig Studios,T
PS2,2001.0,Racing,LucasArts,0.16,71.0,4.9,Lucas Learning,E
DS,2008.0,Action,Activision,0.16,69.0,7.5,Artificial Mind and Movement,E
Wii,2011.0,Racing,Ubisoft,0.16,64.0,6.2,Ubisoft Reflections,T
PS,2000.0,Shooter,Fox Interactive,0.16,61.0,7.5,Argonaut Games,M
PS2,2004.0,Sports,Sony Computer Entertainment,0.16,68.0,9.0,SCEE London Studio,E
PS2,2003.0,Sports,Sega,0.16,83.0,8.5,Visual Concepts,E
PS3,2014.0,Fighting,Sega,0.16,66.0,8.2,"Sega, French-Bread",T
PS2,2000.0,Racing,Electronic Arts,0.16,71.0,7.5,EA Sports,E
X360,2009.0,Adventure,Codemasters,0.16,25.0,2.5,Team 17,M
